,EVENT_ID,ORIGIN_TIME,STATION,NETWORK,ELON,ELAT,EDEP,PTIME,STIME,PSTIME,PST_ERR,PS_FREQ,SLON,SLAT,SEVL
2575,2_52528,2010-04-03T17:13:04.570000Z,NMKA,Z1,-176.0549,-19.9388,280.2422,39.43,,51.27545547485352,0.7212121486663818,3.2796874046325684,-174.798004,-20.2596,22.0
2576,2_52528,2010-04-03T17:13:05.349998Z,TNGA,Z1,-176.0549,-19.9388,280.2422,40.65,,52.08333587646485,0.7212121486663818,3.721904039382935,-175.325104,-21.063499,25.0
2577,2_52465,2010-03-05T01:04:07.349998Z,EUAP,Z1,-178.6094,-17.6172,554.126,89.65,,98.44791412353516,0.7433217167854309,4.7706708908081055,-174.912292,-21.442699,158.0
2578,2_52465,2010-03-05T01:04:07.339996Z,FONI,Z1,-178.6094,-17.6172,554.126,85.66,154.23001098632812,97.4790496826172,0.8229500651359558,4.951032638549805,-174.630798,-20.2796,19.0
2579,2_52465,2010-03-05T01:04:07.290001Z,TNGA,Z1,-178.6094,-17.6172,554.126,86.71,159.1199951171875,97.7556381225586,0.7513008713722229,8.01395320892334,-175.325104,-21.063499,25.0
2580,2_52431,2010-02-25T16:35:24.169998Z,B04W,YL,-178.5669,-17.5112,603.7119,83.83,,92.87063598632812,0.5417607426643372,2.112499952316284,-175.5345,-19.8918,-2197.0
2581,2_52431,2010-02-25T16:35:24.680000Z,S01W,YL,-178.5669,-17.5112,603.7119,93.32,,103.98591613769533,0.4514672756195068,2.5496926307678223,-176.039307,-21.951799,-1980.0
2582,2_52431,2010-02-25T16:35:24.750000Z,FONI,Z1,-178.5669,-17.5112,603.7119,90.25,,97.84593963623048,0.722347617149353,1.4810245037078855,-174.630798,-20.2796,19.0
2583,2_52431,2010-02-25T16:35:24.239998Z,F02W,YL,-178.5669,-17.5112,603.7119,96.76,,102.00830841064452,0.9029345512390136,6.49044132232666,-174.438797,-21.349199,-2602.0
2584,2_52107,2010-03-18T09:14:02.110001Z,TNGA,Z1,-176.6178,-23.4086,167.2509,43.89,76.72999572753906,56.53814315795898,1.183504581451416,5.524590015411377,-175.325104,-21.063499,25.0
